hex,count_good_aircraft,count_bad_aircraft
843cf63ffffffff,46,0
8427817ffffffff,59,0
8441131ffffffff,2,0
840ef67ffffffff,1,0
841874bffffffff,100,0
84ba013ffffffff,1,0
8410993ffffffff,5,0
8412d95ffffffff,24,0
84ae459ffffffff,1,0
8421523ffffffff,5,0
84372bbffffffff,5,0
84be0adffffffff,101,0
8418347ffffffff,7,0
843b75dffffffff,1,0
842f531ffffffff,36,0
84698ebffffffff,25,0
8468b29ffffffff,7,0
84674a9ffffffff,1,0
84c2c97ffffffff,1,0
841b997ffffffff,18,0
8467639ffffffff,1,0
84c3727ffffffff,2,0
8463b6bffffffff,4,0
841b11bffffffff,1,0
84b268bffffffff,5,0
845d495ffffffff,1,0
841aad5ffffffff,5,0
8445143ffffffff,9,0
843c153ffffffff,13,0
841256bffffffff,29,0
840c127ffffffff,1,0
841f18dffffffff,195,0
844202dffffffff,30,0
843f55bffffffff,38,0
84b36cdffffffff,3,0
843e619ffffffff,55,1
84216d7ffffffff,4,0
841faa7ffffffff,477,0
8481269ffffffff,38,0
84124e1ffffffff,2,0
84884c3ffffffff,1,0
8410c4bffffffff,3,0
844b58dffffffff,7,0
84271e1ffffffff,23,0
841023bffffffff,45,0
84c2ce9ffffffff,13,0
8469ae9ffffffff,5,0
8453469ffffffff,22,0
849f2a1ffffffff,2,0
8461939ffffffff,5,0
846764bffffffff,8,0
84bed19ffffffff,10,0
8439ae5ffffffff,23,0
84082dbffffffff,1,0
8460857ffffffff,34,0
840880bffffffff,38,0
84444a5ffffffff,176,0
84ada49ffffffff,6,0
845e423ffffffff,18,0
8466a4bffffffff,35,0
8443a45ffffffff,2,0
841ec49ffffffff,169,0
8412607ffffffff,1,0
842e223ffffffff,25,0
84644ebffffffff,1,0
843d68bffffffff,4,0
84190ddffffffff,13,0
84619b3ffffffff,8,0
842175bffffffff,1,0
8421985ffffffff,10,0
84a8cbbffffffff,4,0
84396e9ffffffff,43,0
841e917ffffffff,42,0
841ae29ffffffff,4,0
847aee7ffffffff,1,0
84309c7ffffffff,60,0
84082c7ffffffff,1,0
841e24bffffffff,119,0
8411501ffffffff,7,0
8469935ffffffff,10,0
840c0a9ffffffff,1,0
8439453ffffffff,123,0
841b88bffffffff,5,0
84395c1ffffffff,32,0
848a1edffffffff,2,0
8465b63ffffffff,91,0
841e1d9ffffffff,173,0
8439055ffffffff,80,0
847009dffffffff,2,0
84bceddffffffff,3,0
842ad01ffffffff,433,0
8452b01ffffffff,2,0
84bea97ffffffff,142,0
84be695ffffffff,1,0
84791e5ffffffff,2,0
8482c51ffffffff,2,0
844ea47ffffffff,1,0
84269e1ffffffff,231,0
841e1d1ffffffff,248,1
846629bffffffff,8,0
846410dffffffff,3,0
8443287ffffffff,12,0
8410d23ffffffff,8,0
84391e1ffffffff,44,0
8482ad1ffffffff,1,0
844f9bbffffffff,2,0
842b80dffffffff,27,0
842e2e5ffffffff,49,0
842ad21ffffffff,281,0
842ae03ffffffff,86,0
84b914bffffffff,5,0
841f349ffffffff,50,0
841f0adffffffff,52,0
842a06dffffffff,211,0
84809c1ffffffff,1,0
8460825ffffffff,8,0
844db1dffffffff,2,0
845da29ffffffff,2,0
8412033ffffffff,1,0
8426f03ffffffff,353,0
8427a4dffffffff,34,0
8428b25ffffffff,72,0
843640bffffffff,3,0
842882dffffffff,41,0
849d43dffffffff,1,0
8460883ffffffff,66,0
8464b4bffffffff,11,0
847680bffffffff,1,0
84432c5ffffffff,21,0
84191b7ffffffff,18,0
841d0b7ffffffff,2,0
848ba09ffffffff,7,0
844bb51ffffffff,127,0
844e5bdffffffff,1,0
846b989ffffffff,2,0
8426463ffffffff,754,0
8431a87ffffffff,9,0
841176bffffffff,3,0
842e549ffffffff,1,0
848a83bffffffff,5,0
844cea5ffffffff,30,0
841f2a9ffffffff,71,0
84485e9ffffffff,76,0
84480cdffffffff,12,0
844488bffffffff,275,0
84ada8bffffffff,3,0
842f5c3ffffffff,30,0
843ad4bffffffff,2,0
84444adffffffff,189,0
8442ae3ffffffff,7,0
8444e57ffffffff,188,0
84268e5ffffffff,335,0
84279a9ffffffff,48,0
8460867ffffffff,18,0
8466165ffffffff,41,0
8469463ffffffff,9,0
84591bbffffffff,1,0
8441a11ffffffff,1,0
8499659ffffffff,1,0
842c117ffffffff,9,1
8472b43ffffffff,4,0
842d25dffffffff,59,0
84a78abffffffff,1,0
84070c9ffffffff,1,0
842ab19ffffffff,382,0
84bf9c3ffffffff,1,0
841b8c3ffffffff,1,0
8438231ffffffff,10,0
847270bffffffff,1,0
849d04bffffffff,6,0
8441499ffffffff,3,0
841f283ffffffff,45,0
840f44bffffffff,1,0
84130cbffffffff,2,0
8419943ffffffff,1,0
84261cdffffffff,228,0
84608d3ffffffff,7,0
84132e1ffffffff,1,0
84a7a19ffffffff,33,0
846d343ffffffff,8,0
842e741ffffffff,69,0
848b851ffffffff,11,0
8464a15ffffffff,16,0
8464161ffffffff,11,0
84126c5ffffffff,3,0
84a7103ffffffff,37,0
842760dffffffff,9,0
8425759ffffffff,4,0
843c8b7ffffffff,2,0
845cc6bffffffff,1,0
843f04bffffffff,8,0
840f945ffffffff,1,0
848f537ffffffff,4,0
84395d1ffffffff,3,0
8497619ffffffff,1,0
84a96d9ffffffff,1,0
84daaadffffffff,2,0
8466f55ffffffff,7,0
844300bffffffff,13,0
842dac3ffffffff,1,0
840916bffffffff,4,0
84295a7ffffffff,48,0
8418d85ffffffff,1,0
8448f1dffffffff,34,0
8412e87ffffffff,6,0
845794bffffffff,1,0
8482123ffffffff,1,0
8435183ffffffff,8,0
8466229ffffffff,18,0
84672d3ffffffff,18,0
84ac9c9ffffffff,3,0
8406dd9ffffffff,4,0
848aa81ffffffff,10,0
844bb0bffffffff,1,0
8409a81ffffffff,1,0
84608c9ffffffff,98,0
84be0cbffffffff,1,0
8449951ffffffff,289,0
84066d5ffffffff,1,0
8438cc5ffffffff,4,0
8412dd7ffffffff,12,0
8441081ffffffff,41,0
8496407ffffffff,1,0
8419019ffffffff,1,0
8423965ffffffff,1,0
842865bffffffff,1,0
846b6d9ffffffff,3,0
84678c5ffffffff,2,0
848a8e9ffffffff,12,0
843b223ffffffff,1,0
84be83bffffffff,6,0
84da825ffffffff,1,0
843af4bffffffff,1,0
84a9519ffffffff,3,0
84074b7ffffffff,9,0
842a34dffffffff,148,0
841ee21ffffffff,126,0
846d357ffffffff,1,0
840f949ffffffff,2,0
842ca61ffffffff,17,0
8444405ffffffff,208,0
8412649ffffffff,1,0
8427b21ffffffff,27,0
8481655ffffffff,3,0
8443045ffffffff,8,0
84074e3ffffffff,14,0
8427a39ffffffff,23,0
84328a5ffffffff,1,0
842c281ffffffff,4,0
84c2c2dffffffff,6,0
845f415ffffffff,4,0
848a00bffffffff,2,0
849e631ffffffff,1,0
8418e0dffffffff,1,0
843e5a5ffffffff,1,0
841b327ffffffff,1,0
8453a91ffffffff,71,0
84809a9ffffffff,1,0
841bb69ffffffff,6,0
8419b1dffffffff,6,0
84651ebffffffff,1,0
8480a03ffffffff,3,0
841b631ffffffff,5,0
84b9a93ffffffff,2,0
846094dffffffff,12,0
844d4edffffffff,5,0
84098e1ffffffff,30,0
84074ddffffffff,11,0
8436d39ffffffff,4,0
84818b9ffffffff,3,0
84a21c5ffffffff,1,0
8479151ffffffff,2,0
848f0b9ffffffff,13,0
848f535ffffffff,1,0
84cc413ffffffff,1,0
8407515ffffffff,5,0
846b74bffffffff,1,0
840c16bffffffff,8,0
8467427ffffffff,4,0
848cde3ffffffff,1,0
8408a03ffffffff,5,0
842676bffffffff,388,0
841e88bffffffff,54,0
848ba45ffffffff,1,0
84268b9ffffffff,199,0
8434689ffffffff,98,0
846aee9ffffffff,3,0
84a4b59ffffffff,1,0
8489167ffffffff,2,0
84a6927ffffffff,1,0
84111e1ffffffff,14,0
8418a6dffffffff,3,0
8464217ffffffff,2,0
8444699ffffffff,402,0
842650dffffffff,184,0
84a5893ffffffff,2,0
842a001ffffffff,8,0
8466e6dffffffff,36,0
840f45dffffffff,8,0
8435585ffffffff,7,0
84e59e7ffffffff,1,0
8410f47ffffffff,10,0
842a961ffffffff,370,0
848c965ffffffff,12,0
84bce01ffffffff,1,0
844d461ffffffff,1,0
8486c47ffffffff,1,0
84395dbffffffff,9,0
8423a8bffffffff,3,0
8429911ffffffff,311,0
8432cd5ffffffff,14,0
84446abffffffff,243,0
8439951ffffffff,7,0
8495a05ffffffff,9,0
84034ddffffffff,1,0
84452c5ffffffff,12,0
845371dffffffff,53,0
8497acdffffffff,1,0
84618e3ffffffff,74,0
8457ae5ffffffff,2,0
849c6dbffffffff,4,0
846d689ffffffff,32,0
844a501ffffffff,2,0
8443025ffffffff,4,0
840b95dffffffff,5,0
842175dffffffff,1,0
846400dffffffff,3,0
84bea35ffffffff,1,0
849d605ffffffff,20,0
84182e1ffffffff,43,0
84299c7ffffffff,251,0
8428181ffffffff,8,0
8448b17ffffffff,38,0
84bead7ffffffff,3,0
841ea01ffffffff,144,0
847aca3ffffffff,2,0
846951bffffffff,7,0
844146dffffffff,12,0
8434043ffffffff,5,0
848aa63ffffffff,5,0
8460519ffffffff,4,0
8408dc9ffffffff,4,0
8428205ffffffff,21,0
84121edffffffff,43,0
845e765ffffffff,2,0
8465357ffffffff,96,0
84280a1ffffffff,59,0
84448c3ffffffff,272,0
8432887ffffffff,2,0
849762dffffffff,2,0
8439adbffffffff,78,0
84b24a9ffffffff,4,0
84350abffffffff,6,0
8437291ffffffff,1,0
8443a8dffffffff,328,0
841119dffffffff,13,0
846185dffffffff,39,0
841c355ffffffff,2,0
846d407ffffffff,1,0
840ba23ffffffff,38,0
8442199ffffffff,1,0
8442e29ffffffff,28,0
84da963ffffffff,6,0
8408889ffffffff,2,0
844583dffffffff,10,0
8428a87ffffffff,52,0
8470f0dffffffff,1,0
847503dffffffff,2,0
844452dffffffff,320,0
8418e45ffffffff,2,0
843c14dffffffff,5,0
84bec23ffffffff,1,0
840b367ffffffff,4,0
84879ebffffffff,5,0
842f99bffffffff,3,0
8439297ffffffff,192,0
8450d91ffffffff,1,0
840c98bffffffff,2,0
843f75dffffffff,75,0
846426dffffffff,10,0
84a8a35ffffffff,60,0
8427629ffffffff,13,0
84c22b7ffffffff,4,0
8453519ffffffff,16,0
841876bffffffff,82,0
8482cd1ffffffff,1,0
84646a5ffffffff,1,0
841ad8bffffffff,1,0
8448855ffffffff,9,0
843f29dffffffff,83,0
8494d99ffffffff,2,0
849d1bbffffffff,5,0
842a827ffffffff,263,0
842e151ffffffff,52,0
842a2b7ffffffff,2,0
840c8ddffffffff,14,0
84bc51dffffffff,3,0
84999e9ffffffff,2,0
84544bbffffffff,2,0
8422c69ffffffff,1,0
8464937ffffffff,3,0
84be0d7ffffffff,138,0
841e801ffffffff,116,0
84a90cbffffffff,7,0
841ee65ffffffff,160,0
841a017ffffffff,3,0
848ccb3ffffffff,1,0
841f76dffffffff,42,0
844f9b1ffffffff,1,0
845453dffffffff,1,0
8494513ffffffff,19,0
8445abbffffffff,5,0
842f513ffffffff,4,0
84260adffffffff,372,0
8453453ffffffff,8,0
8466de7ffffffff,1,0
84b9123ffffffff,8,0
841216dffffffff,1,0
844a96bffffffff,1,0
84260a1ffffffff,169,0
8464607ffffffff,4,0
845044dffffffff,1,0
8433757ffffffff,1,0
8494c89ffffffff,1,0
845e669ffffffff,13,0
840b041ffffffff,3,0
842224dffffffff,1,0
842ba27ffffffff,18,0
8469597ffffffff,32,0
842c5cdffffffff,1,0
842693dffffffff,158,0
8468d53ffffffff,1,0
8414f53ffffffff,1,0
844d833ffffffff,7,0
8421a97ffffffff,1,0
848aa13ffffffff,8,0
84378a5ffffffff,1,0
841659bffffffff,1,0
843d697ffffffff,1,0
84a7a4bffffffff,4,0
8458499ffffffff,2,0
8442d03ffffffff,5,0
843b497ffffffff,6,0
843c067ffffffff,12,0
8426425ffffffff,308,0
8418d45ffffffff,1,0
8428935ffffffff,129,0
84141e3ffffffff,3,0
8434b2dffffffff,1,0
841db6bffffffff,1,0
84a8ac1ffffffff,176,1
84be889ffffffff,54,0
842d8d1ffffffff,1,0
844d503ffffffff,1,0
848c121ffffffff,45,0
840c293ffffffff,8,0
8412303ffffffff,1,0
841b44bffffffff,1,0
84b8a2dffffffff,6,0
848c8b3ffffffff,42,0
840ba61ffffffff,15,0
84191b5ffffffff,19,0
84214c7ffffffff,1,0
8450c35ffffffff,9,0
843c80dffffffff,15,0
84505a3ffffffff,1,0
8469667ffffffff,46,0
