hex,count_good_aircraft,count_bad_aircraft
841f2b1ffffffff,78,0
8479949ffffffff,1,0
845fa9bffffffff,1,0
8408e35ffffffff,5,0
8435a55ffffffff,2,0
84a8c93ffffffff,9,0
8426531ffffffff,364,0
843b16dffffffff,1,0
84b8123ffffffff,1,0
841cf51ffffffff,4,0
84072cbffffffff,1,0
845ef35ffffffff,1,0
8489823ffffffff,1,0
8439b55ffffffff,24,0
84bedb5ffffffff,21,0
840e9adffffffff,7,0
8448c9bffffffff,319,0
8450d93ffffffff,1,0
841a199ffffffff,3,0
848b213ffffffff,13,0
843a853ffffffff,4,0
842d007ffffffff,87,5
848b5c5ffffffff,15,0
84b86c1ffffffff,1,0
844ce4bffffffff,17,0
84836ebffffffff,1,0
845e04bffffffff,1,0
845f411ffffffff,2,0
8440d0dffffffff,1,0
845d741ffffffff,1,0
842ac23ffffffff,2,0
8426917ffffffff,168,0
843a1adffffffff,1,0
8444d9dffffffff,578,0
842af2bffffffff,309,0
840c5a5ffffffff,3,0
843a949ffffffff,1,0
84ac96bffffffff,1,0
8419651ffffffff,47,0
84581a7ffffffff,6,0
8430e89ffffffff,31,0
841f71bffffffff,15,0
8482e29ffffffff,2,0
8482c03ffffffff,2,0
84190a3ffffffff,29,0
84410abffffffff,41,0
848ba41ffffffff,1,0
8481029ffffffff,17,0
8481837ffffffff,11,0
8426c45ffffffff,148,0
843cd49ffffffff,28,0
84be615ffffffff,10,0
842a323ffffffff,398,0
8482203ffffffff,1,0
8412f4bffffffff,14,0
8453a9dffffffff,120,0
8430c91ffffffff,1,0
842e729ffffffff,122,0
84a8ae1ffffffff,25,0
8420a49ffffffff,7,0
843824bffffffff,48,0
8438233ffffffff,26,0
8481243ffffffff,6,0
84be55dffffffff,91,0
84bf485ffffffff,47,0
84bc5dbffffffff,5,0
843c431ffffffff,4,0
843ba19ffffffff,2,0
84bceedffffffff,4,0
848a101ffffffff,1,0
8429863ffffffff,46,0
840b163ffffffff,8,0
84209e3ffffffff,3,0
8458dcbffffffff,1,0
8439649ffffffff,184,0
846488dffffffff,20,0
842ba8bffffffff,87,0
841b1a7ffffffff,1,0
84674b3ffffffff,2,0
842d08dffffffff,13,0
844242dffffffff,44,0
846a21dffffffff,1,0
8430e27ffffffff,51,0
842d023ffffffff,107,1
8407ab3ffffffff,1,0
842d065ffffffff,285,66
84bef51ffffffff,12,0
8433169ffffffff,1,0
84b86adffffffff,8,0
849413dffffffff,1,0
848c805ffffffff,1,0
84a88e7ffffffff,92,0
8443867ffffffff,39,0
8411045ffffffff,7,0
8469265ffffffff,1,0
84481d1ffffffff,43,0
8473b47ffffffff,1,0
842e731ffffffff,18,0
8465897ffffffff,57,0
843480bffffffff,1,0
8444155ffffffff,7,0
8497b55ffffffff,1,0
8442303ffffffff,2,0
8465803ffffffff,2,0
8439a37ffffffff,71,0
842add5ffffffff,4,0
843f73dffffffff,66,0
8409843ffffffff,35,0
8402499ffffffff,3,0
8448a47ffffffff,34,0
8495a51ffffffff,9,0
849e333ffffffff,1,0
84c2d8dffffffff,3,0
8428e59ffffffff,1,0
848126bffffffff,40,0
8466895ffffffff,1,0
84652b3ffffffff,2,0
84be429ffffffff,23,0
843bb4bffffffff,3,0
841adddffffffff,1,0
841fad1ffffffff,300,0
8427613ffffffff,40,0
84a69ebffffffff,5,0
841e52bffffffff,8,0
846a207ffffffff,1,0
8410e35ffffffff,8,0
842a0a5ffffffff,32,0
841f9b5ffffffff,404,0
84392c3ffffffff,185,0
842f1c7ffffffff,4,0
840b017ffffffff,1,0
840742bffffffff,14,0
8434ee7ffffffff,1,0
84322c5ffffffff,1,0
8465861ffffffff,6,0
841958dffffffff,226,1
840f4e3ffffffff,1,0
842b839ffffffff,98,0
8462025ffffffff,1,0
841c841ffffffff,3,0
84272edffffffff,16,0
8468a99ffffffff,1,0
8430d03ffffffff,101,0
84166a3ffffffff,2,0
8417b49ffffffff,1,0
8426f1bffffffff,323,0
841e2ebffffffff,142,0
84649d9ffffffff,5,0
8421825ffffffff,1,0
843b64bffffffff,3,0
848706bffffffff,1,0
84400c1ffffffff,2,0
8466b53ffffffff,7,0
842a523ffffffff,2,0
8429049ffffffff,11,0
8421869ffffffff,1,0
8442d63ffffffff,42,0
844ecc9ffffffff,1,0
8453757ffffffff,70,0
8448143ffffffff,33,0
8406db3ffffffff,4,0
84baf59ffffffff,2,0
84be28bffffffff,1,0
841fb5bffffffff,335,0
84101adffffffff,10,0
8453ac9ffffffff,2,0
8460757ffffffff,1,0
8448d93ffffffff,234,0
84bcc11ffffffff,25,0
84aca81ffffffff,1,0
846003dffffffff,8,0
842fa87ffffffff,1,0
8495291ffffffff,1,0
841fa67ffffffff,123,0
845e433ffffffff,11,0
8444669ffffffff,7,0
8480751ffffffff,4,0
843ae61ffffffff,1,0
8428621ffffffff,4,0
8494293ffffffff,2,0
846446bffffffff,1,0
8432de1ffffffff,2,0
84384d7ffffffff,2,0
846958dffffffff,22,0
8412e19ffffffff,45,0
842d503ffffffff,62,0
841824dffffffff,35,0
8495105ffffffff,3,0
8469a4dffffffff,39,0
846506bffffffff,37,0
848d2adffffffff,1,0
8435125ffffffff,18,0
84424c3ffffffff,16,0
841ea85ffffffff,185,0
841b9a1ffffffff,41,0
8448b11ffffffff,44,0
8448331ffffffff,4,0
84066c3ffffffff,19,0
840bb65ffffffff,4,0
845f4e1ffffffff,1,0
848d841ffffffff,35,0
8428aa3ffffffff,80,0
842d867ffffffff,9,0
84be15dffffffff,1,0
843701bffffffff,2,0
8440c4bffffffff,1,0
841f439ffffffff,4,0
842046dffffffff,1,0
8430e23ffffffff,89,0
841cf69ffffffff,3,0
8426dd5ffffffff,276,0
84028c5ffffffff,1,0
8453511ffffffff,13,0
841ea37ffffffff,154,0
842fa8bffffffff,3,0
84279dbffffffff,59,0
8414f51ffffffff,1,0
843f15bffffffff,5,1
841119dffffffff,20,0
8416429ffffffff,3,0
842af6bffffffff,364,0
841805bffffffff,90,0
842a983ffffffff,332,0
841b539ffffffff,10,0
84119b3ffffffff,1,0
84a7869ffffffff,1,0
842d235ffffffff,238,0
84268e1ffffffff,293,0
8429225ffffffff,2,0
840e665ffffffff,5,0
841fb49ffffffff,346,0
848dad7ffffffff,4,0
848bb51ffffffff,5,0
840c155ffffffff,1,0
8442807ffffffff,6,0
8439b61ffffffff,86,0
844b909ffffffff,7,0
8494ed7ffffffff,14,0
8439015ffffffff,66,0
8409989ffffffff,35,0
8461ae5ffffffff,9,0
841b9c9ffffffff,1,0
841e985ffffffff,56,0
848f01bffffffff,2,0
8422f6dffffffff,1,0
841ae29ffffffff,1,0
8474dadffffffff,1,0
844b44dffffffff,52,0
841a6adffffffff,2,0
842e63dffffffff,49,0
849b64dffffffff,1,0
8442a6bffffffff,4,0
8422a6dffffffff,3,0
845ca99ffffffff,1,0
84752b9ffffffff,5,0
84b26e9ffffffff,11,0
8419087ffffffff,30,0
84b89d9ffffffff,1,0
8460047ffffffff,13,0
8430d91ffffffff,126,0
8465b49ffffffff,9,0
844cc25ffffffff,11,0
84349a3ffffffff,1,0
847571dffffffff,1,0
84be2a9ffffffff,1,0
8441419ffffffff,42,0
8421669ffffffff,12,0
843f04dffffffff,3,0
848b841ffffffff,12,0
8487959ffffffff,1,0
84416d5ffffffff,18,0
84b84e9ffffffff,7,0
846b6a3ffffffff,1,0
8427111ffffffff,63,0
84358c1ffffffff,2,0
8445449ffffffff,11,0
842f1a5ffffffff,3,0
84239b5ffffffff,4,0
848cf41ffffffff,10,0
8426ac1ffffffff,151,0
84180d5ffffffff,105,0
845e631ffffffff,20,0
842c22bffffffff,17,0
843ca39ffffffff,59,0
8427ac3ffffffff,15,0
8469607ffffffff,2,0
841903dffffffff,29,0
849d489ffffffff,1,0
8460b57ffffffff,30,0
8449991ffffffff,29,0
84bf5a9ffffffff,1,0
84074d3ffffffff,3,0
8406ec5ffffffff,2,0
8423929ffffffff,1,0
842b935ffffffff,29,0
84819c1ffffffff,6,0
844410dffffffff,85,0
8419123ffffffff,1,0
849d449ffffffff,14,0
84535ebffffffff,1,0
84c35b3ffffffff,12,0
8438663ffffffff,41,0
842b401ffffffff,2,0
84b9a9bffffffff,2,0
844b98dffffffff,2,0
844b9e1ffffffff,2,0
84be8d3ffffffff,48,0
8427441ffffffff,27,0
840d621ffffffff,2,0
8467b0dffffffff,1,0
84bb299ffffffff,58,0
8464f6dffffffff,6,0
841ee95ffffffff,188,5
841a5a3ffffffff,1,0
8410161ffffffff,41,0
849eae5ffffffff,1,0
84956a1ffffffff,2,0
842b239ffffffff,62,0
8448b4dffffffff,43,0
845345dffffffff,13,0
84be24bffffffff,2,0
848a9c7ffffffff,7,0
843c1e1ffffffff,15,0
8442365ffffffff,64,0
84a726dffffffff,299,0
84102d5ffffffff,1,0
84b244bffffffff,5,0
84464a7ffffffff,8,0
842ae41ffffffff,33,0
843da07ffffffff,119,0
8472637ffffffff,1,0
844414bffffffff,50,0
84b20a1ffffffff,17,0
8418f37ffffffff,3,0
8468b43ffffffff,1,0
84a6067ffffffff,1,0
847329bffffffff,2,0
8445847ffffffff,3,0
842fa1dffffffff,4,0
8425755ffffffff,2,0
84bf2b7ffffffff,1,0
8441401ffffffff,115,0
841a12dffffffff,6,0
844b9b9ffffffff,1,0
8410cdbffffffff,3,0
848f407ffffffff,23,0
8427269ffffffff,2,0
8428c2dffffffff,9,0
848f705ffffffff,3,0
84bcc13ffffffff,4,0
8482d89ffffffff,2,0
8460839ffffffff,6,0
8473b1bffffffff,3,0
849d28dffffffff,9,0
84b86a3ffffffff,2,0
8427865ffffffff,24,0
8430d13ffffffff,23,0
843b2cbffffffff,2,0
848b74bffffffff,1,0
8413a95ffffffff,1,0
8483369ffffffff,1,0
840c5c5ffffffff,1,0
84420e9ffffffff,51,0
8489149ffffffff,1,0
841b6cbffffffff,22,0
8448055ffffffff,8,0
843caa9ffffffff,62,0
8466115ffffffff,20,0
8428f51ffffffff,20,0
841845dffffffff,142,0
843b319ffffffff,1,0
841804dffffffff,95,0
8481087ffffffff,6,0
84c376dffffffff,1,0
842bb0bffffffff,21,0
84be187ffffffff,96,0
84092b5ffffffff,2,0
84bed8dffffffff,3,0
844b2cdffffffff,1,0
842a9a3ffffffff,333,0
8439761ffffffff,204,0
8448dcbffffffff,320,0
8460245ffffffff,2,0
849d4c1ffffffff,1,0
841340dffffffff,1,0
8411295ffffffff,4,0
8475a17ffffffff,1,0
84a98d3ffffffff,3,0
842b28bffffffff,9,0
840ef33ffffffff,1,0
8421813ffffffff,1,0
842b1cdffffffff,183,0
847ab13ffffffff,1,0
84a8d19ffffffff,76,0
84959b9ffffffff,1,0
8457135ffffffff,2,0
8460901ffffffff,98,0
8410447ffffffff,13,1
84648b5ffffffff,6,0
84169c7ffffffff,1,0
842b5e7ffffffff,3,0
841b4b3ffffffff,18,0
841913dffffffff,1,0
84411cdffffffff,64,0
8412d87ffffffff,8,0
8402c1dffffffff,1,0
8435ab5ffffffff,2,0
8461b35ffffffff,2,0
8412c29ffffffff,42,0
8460e03ffffffff,2,0
8483229ffffffff,1,0
8440d37ffffffff,1,0
8470289ffffffff,3,0
840fb61ffffffff,1,0
8475295ffffffff,2,0
84265d9ffffffff,287,0
84bcf6bffffffff,2,0
8414eb9ffffffff,2,0
8461183ffffffff,29,0
8436cb1ffffffff,1,0
842e719ffffffff,82,0
84485e1ffffffff,101,0
8439967ffffffff,2,0
841a683ffffffff,3,0
846daebffffffff,1,0
844471dffffffff,73,0
842e739ffffffff,60,0
84bad09ffffffff,1,0
84daaa5ffffffff,17,0
842a0adffffffff,49,0
846a759ffffffff,9,0
844a53dffffffff,2,0
848b811ffffffff,4,0
842b4c1ffffffff,2,0
841b733ffffffff,15,0
8411093ffffffff,5,0
849d2e5ffffffff,34,0
841812dffffffff,5,0
84954c9ffffffff,5,0
84e6051ffffffff,1,0
846d70dffffffff,8,0
842a881ffffffff,549,0
842a435ffffffff,12,0
84206ddffffffff,1,0
84658a3ffffffff,131,0
84619ddffffffff,30,0
8423b4dffffffff,2,0
843b4e5ffffffff,1,0
844441bffffffff,414,0
84276a1ffffffff,53,0
8448051ffffffff,38,0
8416d93ffffffff,2,0
84a8951ffffffff,13,0
84bb0bbffffffff,30,0
840248bffffffff,2,0
84650a1ffffffff,2,0
84a4a5bffffffff,1,0
8444845ffffffff,70,0
84b9addffffffff,6,0
848e665ffffffff,33,0
848c80dffffffff,20,0
8427903ffffffff,88,0
8426db7ffffffff,160,0
8409b51ffffffff,2,0
8481249ffffffff,9,0
844ccd1ffffffff,16,0
84878e9ffffffff,3,0
84b249dffffffff,7,0
84430e3ffffffff,3,0
841643bffffffff,1,0
8469341ffffffff,84,0
8464ac1ffffffff,24,0
841ab43ffffffff,54,0
84be989ffffffff,1,0
8461459ffffffff,3,0
8464b63ffffffff,20,0
842d927ffffffff,1,0
849d34dffffffff,1,0
8441a45ffffffff,8,0
84372d9ffffffff,1,0
840d715ffffffff,2,0
8466753ffffffff,1,0
8486c11ffffffff,1,0
8427851ffffffff,17,0
841cec1ffffffff,2,0
84ad107ffffffff,1,0
8481463ffffffff,15,0
84069c9ffffffff,3,0
8411ac7ffffffff,29,0
848c8b7ffffffff,2,0
8439287ffffffff,141,0
8443a05ffffffff,1,0
841ac07ffffffff,1,0
8453741ffffffff,76,0
8461a35ffffffff,24,0
8436429ffffffff,3,0
844263bffffffff,14,0
8442d99ffffffff,67,0
842cc4dffffffff,13,0
845340bffffffff,4,0
84bee93ffffffff,2,0
84268ddffffffff,353,0
8444643ffffffff,57,0
848bb0bffffffff,5,0
848b765ffffffff,8,0
843564bffffffff,5,0
846a46dffffffff,6,0
84201bbffffffff,29,0
842b44dffffffff,2,0
84a8313ffffffff,103,0
84419a7ffffffff,1,0
84532bbffffffff,25,0
844cb23ffffffff,8,0
8426149ffffffff,68,0
8426981ffffffff,272,0
8421863ffffffff,1,0
840ce29ffffffff,2,0
843c899ffffffff,54,0
8443a37ffffffff,74,0
8408cd9ffffffff,1,0
841aad9ffffffff,11,0
848cae9ffffffff,13,0
841816bffffffff,5,0
842aaa5ffffffff,526,0
842310dffffffff,1,0
841aac3ffffffff,30,0
840e495ffffffff,8,0
84685e5ffffffff,3,0
8419047ffffffff,23,0
8429ae5ffffffff,33,0
841b5e3ffffffff,3,0
8410a95ffffffff,35,0
8448a27ffffffff,187,0
84a7a97ffffffff,4,0
84661c7ffffffff,22,0
8465831ffffffff,3,0
8467535ffffffff,15,0
842af3dffffffff,86,0
8431841ffffffff,9,0
8441ac7ffffffff,21,0
84c34e3ffffffff,7,0
8428261ffffffff,42,0
843f465ffffffff,59,0
844045bffffffff,4,0
841f517ffffffff,17,0
8422d89ffffffff,2,0
84a8e03ffffffff,11,0
842a117ffffffff,344,0
840c093ffffffff,94,0
842c607ffffffff,4,0
841a5d9ffffffff,2,0
844a549ffffffff,1,0
84be5a9ffffffff,10,0
844b6ddffffffff,129,0
848b8b7ffffffff,3,0
84222b5ffffffff,1,0
84266a5ffffffff,467,0
848321dffffffff,1,0
84231ddffffffff,1,0
841ee17ffffffff,269,0
8436635ffffffff,1,0
8458ad5ffffffff,1,0
8410ad7ffffffff,41,0
849e0dbffffffff,1,0
8429a4bffffffff,36,0
8438705ffffffff,2,0
848b465ffffffff,2,0
84be657ffffffff,1,0
84652bbffffffff,5,0
845e51dffffffff,6,0
84082e1ffffffff,1,0
8480083ffffffff,3,0
849545bffffffff,7,0
8410a8bffffffff,33,0
8428a07ffffffff,40,0
841826dffffffff,40,0
84be481ffffffff,4,0
84a69e3ffffffff,5,0
841ac47ffffffff,6,0
84662c5ffffffff,5,0
841b635ffffffff,8,0
8432d43ffffffff,3,0
841e18dffffffff,350,0
84801cbffffffff,3,0
8458827ffffffff,15,0
8426765ffffffff,301,0
84309b3ffffffff,58,0
849d083ffffffff,17,0
84818d3ffffffff,8,0
841a89bffffffff,1,0
84565b3ffffffff,2,0
84a715bffffffff,28,0
849d4ddffffffff,8,0
84609a3ffffffff,17,0
84685adffffffff,3,0
841aee3ffffffff,1,0
84425ddffffffff,1,0
84a5a81ffffffff,1,0
841e98bffffffff,67,0
841ce31ffffffff,3,0
8426517ffffffff,243,0
844d12dffffffff,2,0
84812a3ffffffff,3,0
8444641ffffffff,62,0
843cab7ffffffff,83,0
844da09ffffffff,1,0
846744bffffffff,14,0
84c2281ffffffff,5,0
8460313ffffffff,45,0
84645cdffffffff,3,0
8480e25ffffffff,2,0
843aeedffffffff,3,0
84582a3ffffffff,7,0
8465921ffffffff,25,0
84a94b1ffffffff,2,0
841381bffffffff,3,0
8413805ffffffff,18,0
84a8cddffffffff,2,0
84831e3ffffffff,2,0
8440d25ffffffff,3,0
84beed7ffffffff,7,0
8430c41ffffffff,188,1
842b00dffffffff,76,0
8466a51ffffffff,148,0
84be6b9ffffffff,29,0
8439b0dffffffff,31,0
8448f13ffffffff,13,0
842caa5ffffffff,4,0
846a703ffffffff,6,0
8410a19ffffffff,29,0
841a407ffffffff,2,0
840b1cdffffffff,1,0
840c08bffffffff,5,0
843f4a1ffffffff,78,1
84a8a3bffffffff,40,0
8434a35ffffffff,1,0
8467561ffffffff,4,0
842b0bbffffffff,10,0
84132b3ffffffff,1,0
