hex,count_good_aircraft,count_bad_aircraft
84a722bffffffff,2,0
841a8edffffffff,1,0
8481111ffffffff,2,0
842786bffffffff,23,0
844d615ffffffff,1,0
84308adffffffff,75,0
8412f35ffffffff,1,0
84429cbffffffff,2,0
8412991ffffffff,30,0
846525dffffffff,1,0
8423809ffffffff,4,0
8471421ffffffff,1,0
844b729ffffffff,21,0
8489661ffffffff,1,0
842d5bdffffffff,1,0
8435585ffffffff,8,0
84a7a5bffffffff,5,0
840c03dffffffff,18,0
8411b07ffffffff,4,0
845089dffffffff,1,0
8470289ffffffff,1,0
8402651ffffffff,1,0
8439059ffffffff,94,0
8418455ffffffff,72,0
84676bdffffffff,2,0
841a993ffffffff,2,0
8438051ffffffff,2,0
8441025ffffffff,115,0
8410763ffffffff,1,0
8448d8dffffffff,293,0
841c203ffffffff,1,0
8469a15ffffffff,7,0
84c2e27ffffffff,17,0
8448f29ffffffff,5,0
8418a09ffffffff,1,0
842b061ffffffff,20,0
84659c1ffffffff,3,0
840c10dffffffff,26,0
84195b5ffffffff,112,0
84266dbffffffff,309,1
84b840dffffffff,6,0
842540dffffffff,4,0
841f69bffffffff,11,0
841b411ffffffff,5,0
842c757ffffffff,39,0
8466047ffffffff,22,0
847a665ffffffff,4,0
841e567ffffffff,27,0
84379a3ffffffff,1,0
84641e9ffffffff,1,0
8439aadffffffff,53,0
8427347ffffffff,2,0
842b4d7ffffffff,1,0
842d9b5ffffffff,5,0
845ec95ffffffff,2,0
8426ac7ffffffff,140,0
845e71dffffffff,9,0
840cf55ffffffff,7,0
841e9dbffffffff,43,0
842d9d7ffffffff,13,1
8444b65ffffffff,20,0
84541adffffffff,10,0
8483169ffffffff,1,0
8402ebbffffffff,1,0
84658d9ffffffff,7,0
8464727ffffffff,2,0
842c969ffffffff,54,0
8449837ffffffff,68,0
844450bffffffff,250,0
842aae5ffffffff,308,0
8408835ffffffff,24,0
84a8311ffffffff,78,0
842e6d1ffffffff,80,0
8430cd3ffffffff,17,0
8426a13ffffffff,70,0
845e701ffffffff,11,0
845f9ebffffffff,1,0
8444db1ffffffff,293,0
8430db1ffffffff,9,0
8418743ffffffff,34,0
8466209ffffffff,12,0
8439025ffffffff,43,0
8408825ffffffff,28,0
840e535ffffffff,1,0
8426703ffffffff,244,0
840c195ffffffff,27,0
843cf15ffffffff,49,0
8435ab9ffffffff,3,0
84325bdffffffff,1,0
8480adbffffffff,2,0
8418dc9ffffffff,1,0
84b2dc9ffffffff,1,0
84641e1ffffffff,1,0
8465995ffffffff,60,0
844999dffffffff,23,0
8406da1ffffffff,3,0
841e76dffffffff,38,0
845f0a3ffffffff,1,0
8411767ffffffff,4,0
847521dffffffff,1,0
8408f55ffffffff,3,0
84945a9ffffffff,2,0
842d329ffffffff,36,0
8416699ffffffff,3,0
8488a97ffffffff,1,0
8411129ffffffff,2,0
8426e49ffffffff,200,0
84364c7ffffffff,2,0
841b527ffffffff,1,0
8408addffffffff,7,0
840ec99ffffffff,11,0
841869bffffffff,61,0
8469897ffffffff,34,0
8439487ffffffff,43,0
84a5b31ffffffff,7,0
84076e5ffffffff,3,0
841932bffffffff,11,0
8469b0dffffffff,1,0
843b419ffffffff,1,0
84276d3ffffffff,108,0
8444365ffffffff,10,0
845e581ffffffff,5,0
840f6cbffffffff,2,0
8414123ffffffff,22,0
84464d9ffffffff,6,0
8418c0dffffffff,3,0
842b127ffffffff,59,0
844d1a5ffffffff,3,0
843f029ffffffff,1,0
8441903ffffffff,80,0
8466195ffffffff,51,0
8418d3dffffffff,2,0
844502dffffffff,9,0
8467727ffffffff,2,0
842bb33ffffffff,11,0
84394b7ffffffff,4,0
8445155ffffffff,2,0
8422cd9ffffffff,3,0
842cad5ffffffff,4,0
844481bffffffff,321,0
84a7359ffffffff,122,0
840b695ffffffff,1,0
84bade1ffffffff,1,0
8483403ffffffff,1,0
8460913ffffffff,34,0
84a90cbffffffff,3,0
8448481ffffffff,6,0
8467927ffffffff,23,0
84be2ddffffffff,1,0
840f043ffffffff,1,0
841b9d3ffffffff,6,0
8434927ffffffff,4,0
840832dffffffff,12,0
8438443ffffffff,3,0
84162a9ffffffff,1,0
84a7a47ffffffff,3,0
846088bffffffff,77,0
840c559ffffffff,31,0
8486991ffffffff,1,0
8448d55ffffffff,28,0
841ec13ffffffff,73,0
84098d9ffffffff,11,0
8408961ffffffff,33,0
842aa19ffffffff,412,0
8408e17ffffffff,1,0
8448cc3ffffffff,318,1
846621bffffffff,1,0
8418201ffffffff,14,0
8481129ffffffff,39,0
84238b3ffffffff,1,0
84268d3ffffffff,327,0
842983bffffffff,10,0
8426d0dffffffff,194,0
84698c7ffffffff,23,0
8429987ffffffff,29,0
840ce8bffffffff,6,0
84b859dffffffff,4,0
8410a47ffffffff,2,0
8488111ffffffff,1,0
845ec3dffffffff,2,0
8407439ffffffff,14,0
843f1edffffffff,4,3
8426585ffffffff,181,0
8426407ffffffff,230,0
8449985ffffffff,48,0
843e683ffffffff,47,0
843ab63ffffffff,1,0
846841bffffffff,2,0
84619dbffffffff,44,0
842c411ffffffff,1,0
8418405ffffffff,103,0
84075abffffffff,11,0
842653dffffffff,143,0
841e0c1ffffffff,91,0
84279d1ffffffff,60,0
84448e9ffffffff,137,0
841e663ffffffff,6,0
841b0cbffffffff,2,0
847a06bffffffff,4,0
843b60dffffffff,1,0
841f16bffffffff,83,0
84309c5ffffffff,110,0
8410841ffffffff,7,0
841d465ffffffff,5,0
842c305ffffffff,3,0
841104bffffffff,4,0
846d36dffffffff,15,0
841ef21ffffffff,24,0
847571bffffffff,1,0
84819a3ffffffff,1,0
8417745ffffffff,3,0
8448ac5ffffffff,10,0
84660a9ffffffff,44,0
84658c1ffffffff,2,0
84444abffffffff,161,0
8435103ffffffff,4,0
8444595ffffffff,170,0
8412da1ffffffff,9,0
842f53bffffffff,12,0
8414addffffffff,1,0
8427637ffffffff,22,0
846606dffffffff,8,0
8427237ffffffff,8,0
8410737ffffffff,31,0
