hex,count_good_aircraft,count_bad_aircraft
840f5bdffffffff,10,0
842ae29ffffffff,15,0
841af43ffffffff,3,0
840ee07ffffffff,1,0
8448f19ffffffff,20,0
8403b3dffffffff,1,0
84691d7ffffffff,1,0
844a267ffffffff,13,0
8482739ffffffff,1,0
840f06bffffffff,1,0
8412411ffffffff,6,0
84b86b5ffffffff,12,0
842f4b5ffffffff,102,0
8409a85ffffffff,10,0
8444429ffffffff,240,0
84a8dc5ffffffff,19,0
844d949ffffffff,3,0
84a7165ffffffff,15,0
8409a57ffffffff,21,0
84a5907ffffffff,1,0
843b0a1ffffffff,13,0
84da961ffffffff,41,0
841f73dffffffff,32,0
8441369ffffffff,28,0
8410815ffffffff,9,0
8426f43ffffffff,294,0
84a6247ffffffff,5,0
8469647ffffffff,1,0
841aca7ffffffff,1,0
842c15dffffffff,15,0
84088d1ffffffff,7,0
84d86abffffffff,1,0
84261abffffffff,329,0
843b2c1ffffffff,1,0
8426125ffffffff,52,0
8465b45ffffffff,31,0
8427491ffffffff,442,2
8458e97ffffffff,1,0
841cd6bffffffff,2,0
84a98b9ffffffff,1,0
846b82dffffffff,1,0
84812c5ffffffff,1,0
8454951ffffffff,1,0
843db19ffffffff,105,0
84bb761ffffffff,23,0
8432b37ffffffff,5,0
842fab9ffffffff,3,0
8470245ffffffff,1,0
8426e43ffffffff,358,0
8465b61ffffffff,42,0
845d305ffffffff,72,0
8454155ffffffff,25,0
842e0e5ffffffff,16,0
8446849ffffffff,2,0
84360b5ffffffff,1,0
848f733ffffffff,4,0
841e305ffffffff,84,0
840664dffffffff,12,0
8444863ffffffff,67,0
8428cb5ffffffff,8,0
84674d5ffffffff,2,0
843b707ffffffff,1,0
843b1b7ffffffff,3,0
84426e1ffffffff,1,0
8426ea3ffffffff,240,0
844dab9ffffffff,1,0
8469365ffffffff,15,0
84361c9ffffffff,2,0
84bb561ffffffff,30,0
842f927ffffffff,2,0
8431ae7ffffffff,1,0
849d263ffffffff,2,0
847b08bffffffff,1,0
841f9c9ffffffff,307,0
84bb503ffffffff,57,1
842148bffffffff,41,0
842c165ffffffff,20,8
845368bffffffff,312,0
841edd5ffffffff,67,0
8428eebffffffff,5,0
8494519ffffffff,24,0
8486f67ffffffff,1,0
842f415ffffffff,1,0
841e8edffffffff,78,0
842e549ffffffff,10,0
8444cb1ffffffff,270,0
84082a3ffffffff,29,0
8428345ffffffff,715,0
84590b3ffffffff,1,0
8482ea5ffffffff,2,0
841e367ffffffff,355,0
8416e59ffffffff,3,0
843f5c3ffffffff,2,0
