hex,count_good_aircraft,count_bad_aircraft
8444a67ffffffff,99,0
843f661ffffffff,56,0
8412183ffffffff,28,0
84beac9ffffffff,1,0
843d85dffffffff,22,0
8408a51ffffffff,23,0
844b801ffffffff,4,0
8448813ffffffff,4,0
842882bffffffff,77,0
8464a3dffffffff,7,0
843b52bffffffff,2,0
8412ab5ffffffff,9,0
849a5cdffffffff,1,0
8432607ffffffff,1,0
8418865ffffffff,2,0
84601c7ffffffff,8,0
8444cb3ffffffff,369,0
8412c01ffffffff,24,0
844b007ffffffff,4,0
8466057ffffffff,34,0
8467601ffffffff,1,0
8442d93ffffffff,94,0
8409883ffffffff,20,0
8412c5bffffffff,19,0
841eaa9ffffffff,193,0
843d32bffffffff,47,0
8428ae5ffffffff,51,0
84a2711ffffffff,2,0
843c963ffffffff,29,0
844ba67ffffffff,145,0
8439899ffffffff,1,0
84362dbffffffff,1,0
84b2649ffffffff,5,0
842a313ffffffff,279,0
842c90bffffffff,1,0
841b60bffffffff,3,0
840bb53ffffffff,28,0
844145dffffffff,101,0
842555dffffffff,3,0
8468769ffffffff,1,0
845882dffffffff,5,0
8427593ffffffff,5306,1
84da9cdffffffff,8,0
8468815ffffffff,2,0
84a8ea7ffffffff,2,0
848a2e5ffffffff,3,0
8466b19ffffffff,2,0
843902dffffffff,205,0
842144bffffffff,4,0
846b715ffffffff,2,0
84200edffffffff,1,0
847933bffffffff,1,0
840c6cdffffffff,3,0
8403753ffffffff,1,0
841ce8bffffffff,3,0
842cb4bffffffff,3,0
844d593ffffffff,4,0
84be68bffffffff,4,0
8430dd1ffffffff,5,0
841f253ffffffff,135,0
844a507ffffffff,1,0
84639dbffffffff,1,0
84670a9ffffffff,6,0
841cf2bffffffff,1,0
84a8053ffffffff,15,0
84394c3ffffffff,74,0
84699e1ffffffff,12,0
841f293ffffffff,91,0
8420543ffffffff,1,0
84110d5ffffffff,3,0
8447197ffffffff,3,0
8436b51ffffffff,1,0
8461a2dffffffff,1,0
848d801ffffffff,46,0
84385d5ffffffff,23,0
8448e97ffffffff,810,0
8440d51ffffffff,3,0
842d48bffffffff,14,0
846519dffffffff,23,0
8410ad7ffffffff,45,0
842f497ffffffff,48,0
84192dbffffffff,15,0
8426125ffffffff,76,0
842054bffffffff,1,0
8450751ffffffff,1,0
840c751ffffffff,2,0
84695c1ffffffff,25,0
8442c17ffffffff,45,0
841e2c7ffffffff,102,0
8411125ffffffff,2,0
848b9c1ffffffff,6,0
8411043ffffffff,1,0
8472827ffffffff,4,0
841e95bffffffff,177,0
8448367ffffffff,45,0
84be40dffffffff,23,0
842b0e9ffffffff,137,0
8444a91ffffffff,1835,0
84299d1ffffffff,105,0
8428221ffffffff,13,0
8464511ffffffff,2,0
84be053ffffffff,3,0
8424819ffffffff,2,0
