hex,count_good_aircraft,count_bad_aircraft
8411a33ffffffff,9,0
844b74dffffffff,1,0
8445991ffffffff,38,0
84bf5e3ffffffff,1,0
84a35b3ffffffff,3,0
842a9e1ffffffff,219,0
842ba33ffffffff,57,0
8445563ffffffff,33,0
84a8ac9ffffffff,138,1
84082d3ffffffff,1,0
84c2ec7ffffffff,5,0
8401267ffffffff,4,0
841a4bdffffffff,2,0
84298a1ffffffff,73,0
842a14bffffffff,422,0
84676a5ffffffff,18,0
845071bffffffff,1,0
843f311ffffffff,39,0
8469a43ffffffff,47,0
8444317ffffffff,2,0
8464211ffffffff,28,0
84812d3ffffffff,1,0
8461515ffffffff,1,0
84196ebffffffff,46,0
848686dffffffff,3,0
8469911ffffffff,11,0
849d0c1ffffffff,20,0
8458b67ffffffff,1,0
843770bffffffff,1,0
848d865ffffffff,5,0
843535bffffffff,8,0
8450c85ffffffff,2,0
8409505ffffffff,1,0
84081d1ffffffff,4,0
84ac9e9ffffffff,1,0
84b2e81ffffffff,1,0
84a780dffffffff,4,0
842ad1bffffffff,103,0
8439849ffffffff,2,0
848c955ffffffff,11,0
848c925ffffffff,4,0
84a90a5ffffffff,24,0
84b36d1ffffffff,3,0
8488e47ffffffff,1,0
84bf691ffffffff,1,0
84b918dffffffff,1,0
84792e3ffffffff,1,0
84b31d7ffffffff,5,0
8427a13ffffffff,50,0
84261b7ffffffff,252,0
848b36dffffffff,3,0
84bcc4bffffffff,6,0
8410f0dffffffff,24,0
84489d1ffffffff,104,0
8413a97ffffffff,1,0
84094a5ffffffff,1,0
8464325ffffffff,69,0
84945c3ffffffff,2,0
8475a09ffffffff,3,0
84a82ddffffffff,12,0
8494eb1ffffffff,1,0
84120c7ffffffff,1,0
842c8b7ffffffff,46,0
84a7a5bffffffff,3,0
8467219ffffffff,9,0
845e517ffffffff,11,0
840cf45ffffffff,7,0
844ccd9ffffffff,11,0
842a061ffffffff,74,0
849c661ffffffff,4,0
841a209ffffffff,11,0
841fa17ffffffff,452,0
8427b61ffffffff,1,0
845f527ffffffff,1,0
843da4dffffffff,73,0
8418627ffffffff,216,1
840c465ffffffff,101,0
84a889bffffffff,35,0
843d923ffffffff,19,0
8481669ffffffff,7,0
848f45dffffffff,3,0
84280e3ffffffff,8,0
84121bdffffffff,17,0
841ee2bffffffff,86,0
8427915ffffffff,74,0
8468457ffffffff,11,0
846d529ffffffff,1,0
8422b65ffffffff,1,0
840e4d3ffffffff,1,0
842c081ffffffff,112,4
844515bffffffff,1,0
8469b59ffffffff,4,0
841f149ffffffff,127,0
848f54dffffffff,26,0
8480acdffffffff,4,0
842b255ffffffff,41,0
848ba21ffffffff,9,0
841019bffffffff,3,0
845f2ddffffffff,1,0
848cd3bffffffff,9,0
8460069ffffffff,57,0
84bf583ffffffff,11,0
843a569ffffffff,1,0
8412c55ffffffff,25,0
8449821ffffffff,142,0
8428e05ffffffff,2,0
84235bbffffffff,1,0
841901dffffffff,12,0
84a8f37ffffffff,31,0
846813bffffffff,4,0
8410a55ffffffff,39,0
849f285ffffffff,1,0
842c1c5ffffffff,1,0
846425bffffffff,3,0
849f001ffffffff,1,0
841e5cdffffffff,9,0
8444d05ffffffff,168,0
84b882dffffffff,1,0
844bab1ffffffff,9,0
8465117ffffffff,14,0
84124cbffffffff,21,0
841b107ffffffff,1,0
8439137ffffffff,51,0
8481883ffffffff,4,0
845d251ffffffff,5,0
8447117ffffffff,1,0
847015bffffffff,1,0
848b733ffffffff,1,0
8426265ffffffff,62,0
8428633ffffffff,1,0
8412d11ffffffff,67,0
8483ae9ffffffff,1,0
8464b25ffffffff,2,0
8450aebffffffff,1,0
842da6dffffffff,9,2
8426cb1ffffffff,599,0
8444847ffffffff,96,0
84a4b05ffffffff,1,0
84b38dbffffffff,5,0
84445e3ffffffff,179,0
8409b0dffffffff,3,0
842c9c7ffffffff,2,0
8436f19ffffffff,2,0
844d767ffffffff,2,0
84688ebffffffff,3,0
8429283ffffffff,1,0
844cf39ffffffff,25,0
84399cbffffffff,6,0
84a8897ffffffff,5,0
846a29dffffffff,6,0
84531b9ffffffff,1,0
848cf0dffffffff,7,0
84a7a27ffffffff,4,0
842e295ffffffff,126,0
8444949ffffffff,47,0
841ed37ffffffff,77,0
84689d3ffffffff,18,0
843dae9ffffffff,136,0
8480723ffffffff,1,0
843b203ffffffff,1,0
84a820dffffffff,19,0
844d0ebffffffff,1,0
84bb621ffffffff,1,0
845f025ffffffff,1,0
846192dffffffff,1,0
8408d39ffffffff,1,0
845c9a5ffffffff,2,0
846489dffffffff,4,0
8452219ffffffff,9,0
843a863ffffffff,1,0
8402129ffffffff,1,0
8408d0bffffffff,11,0
848e0e7ffffffff,1,0
844ccddffffffff,21,0
843cf15ffffffff,51,0
848f70dffffffff,2,0
84666e9ffffffff,1,0
84530c3ffffffff,5,0
84c2db9ffffffff,2,0
84b36d9ffffffff,1,0
841f947ffffffff,132,0
8448015ffffffff,46,0
84b8683ffffffff,5,0
843c143ffffffff,14,0
84262bbffffffff,175,0
844c1a9ffffffff,19,0
846495dffffffff,7,0
84a8995ffffffff,57,0
847a62dffffffff,1,0
840e85dffffffff,3,0
8458649ffffffff,1,0
8440e23ffffffff,218,1
8412e45ffffffff,29,0
84819a3ffffffff,4,0
84309b1ffffffff,25,0
84088e5ffffffff,4,0
848d24bffffffff,1,0
8429537ffffffff,4,0
846815bffffffff,10,0
842d14bffffffff,27,0
841f917ffffffff,409,0
844ca85ffffffff,25,0
84134ebffffffff,1,0
847e125ffffffff,1,0
841ea53ffffffff,82,0
8409801ffffffff,31,0
84386a7ffffffff,18,0
8469b69ffffffff,2,0
8466027ffffffff,33,0
848144dffffffff,2,0
8465039ffffffff,18,0
841e853ffffffff,98,0
840ce17ffffffff,9,0
844196dffffffff,14,0
8439093ffffffff,137,0
8443757ffffffff,2,0
8443889ffffffff,45,0
847018bffffffff,1,0
84a7217ffffffff,1,0
8469b43ffffffff,2,0
842ba23ffffffff,9,0
8445593ffffffff,4,0
841b927ffffffff,1,0
8408c3dffffffff,7,0
84854dbffffffff,1,0
840e137ffffffff,2,0
840c9a9ffffffff,1,0
84448b1ffffffff,289,0
8461aadffffffff,3,0
843d155ffffffff,10,0
8444e61ffffffff,232,0
842d34bffffffff,241,0
844b1b7ffffffff,69,0
8466309ffffffff,31,0
8408b29ffffffff,47,0
8406491ffffffff,2,0
84309abffffffff,9,0
84181c1ffffffff,18,0
84a85e3ffffffff,2,0
844b625ffffffff,66,0
8439843ffffffff,49,0
8450ca7ffffffff,3,0
8467447ffffffff,12,0
8481ab9ffffffff,3,0
841252dffffffff,22,0
84825a7ffffffff,1,0
8434501ffffffff,1,0
84b24c5ffffffff,1,0
848d85dffffffff,1,0
8412ac1ffffffff,2,0
844992dffffffff,60,0
8445737ffffffff,17,0
8427503ffffffff,60,0
848dab3ffffffff,1,0
843a065ffffffff,1,0
8410d8bffffffff,14,0
8444811ffffffff,107,0
8444e41ffffffff,32,0
841a835ffffffff,1,0
8444e59ffffffff,25,0
842d341ffffffff,229,0
84274d3ffffffff,533,1
84360ddffffffff,1,0
8495819ffffffff,11,0
8438047ffffffff,2,0
84821e7ffffffff,1,0
84b8347ffffffff,1,0
842911bffffffff,60,0
8450ed9ffffffff,1,0
8406741ffffffff,1,0
84bf035ffffffff,1,0
849d623ffffffff,7,0
843092bffffffff,2,0
8469585ffffffff,1,0
843b433ffffffff,2,0
848b8ebffffffff,1,0
8418c1bffffffff,4,0
842ca11ffffffff,201,0
8422acdffffffff,1,0
8468aa7ffffffff,1,0
840ca23ffffffff,11,0
84da827ffffffff,8,0
841bb31ffffffff,12,0
8427349ffffffff,6,0
8419983ffffffff,1,0
8448b19ffffffff,52,0
8420263ffffffff,8,0
84a715bffffffff,4,0
8453a8dffffffff,3,0
845896bffffffff,9,0
8432c61ffffffff,1,0
842b203ffffffff,42,0
842bb3bffffffff,9,0
8418f27ffffffff,1,0
84c2e47ffffffff,8,0
8489363ffffffff,3,0
84be057ffffffff,2,0
8438c21ffffffff,1,0
84676abffffffff,2,0
84c32a3ffffffff,1,0
844318bffffffff,26,0
846154dffffffff,9,0
844514dffffffff,14,0
84619e5ffffffff,24,0
84566b1ffffffff,1,0
8430a93ffffffff,8,0
846d6e9ffffffff,58,0
849d24bffffffff,5,0
8406d43ffffffff,1,0
84420b5ffffffff,1,0
848c8e1ffffffff,34,0
842acc5ffffffff,5,0
840e18dffffffff,1,0
840b9d9ffffffff,6,0
84385cbffffffff,3,0
842f1bbffffffff,6,0
843c99bffffffff,5,0
8428c1dffffffff,4,0
8428a9dffffffff,139,0
8412087ffffffff,2,0
8444243ffffffff,15,0
844ba05ffffffff,99,0
842a265ffffffff,43,0
840c11bffffffff,4,0
8434767ffffffff,3,0
8409809ffffffff,21,0
847a007ffffffff,1,0
8434c27ffffffff,1,0
8456d03ffffffff,1,0
848a043ffffffff,2,0
84b34c5ffffffff,2,0
8421921ffffffff,1,0
8444499ffffffff,184,0
841826bffffffff,23,0
84318a9ffffffff,41,0
84be809ffffffff,2,0
8441829ffffffff,43,0
841b805ffffffff,3,0
842add9ffffffff,9,0
843f635ffffffff,55,0
842a9dbffffffff,253,0
8430c6dffffffff,60,0
8408981ffffffff,55,0
8445191ffffffff,28,0
842c617ffffffff,17,0
8460ac1ffffffff,51,0
8447727ffffffff,1,0
845d607ffffffff,1,0
844db27ffffffff,5,0
848baa9ffffffff,4,0
842ba25ffffffff,14,0
843f321ffffffff,3,0
8486935ffffffff,2,0
845e9e9ffffffff,2,0
8495333ffffffff,1,0
84391e9ffffffff,41,0
840ed67ffffffff,2,0
842b2d1ffffffff,23,0
842793bffffffff,54,0
842c607ffffffff,1,0
8438449ffffffff,2,0
841b987ffffffff,45,0
8426adbffffffff,153,0
8458da5ffffffff,1,0
841f1b9ffffffff,176,0
842e1adffffffff,4,0
84c34e1ffffffff,1,0
84818c9ffffffff,9,0
841ab09ffffffff,13,0
849d0c9ffffffff,9,0
8418999ffffffff,2,0
8495653ffffffff,1,0
843429bffffffff,14,0
8471719ffffffff,2,0
84801cdffffffff,6,0
84502bdffffffff,1,0
84141c9ffffffff,2,0
848ace1ffffffff,1,0
845ee15ffffffff,4,0
8418599ffffffff,107,0
84661adffffffff,6,0
8410c95ffffffff,3,0
843d61bffffffff,1,0
842a249ffffffff,40,0
843a08dffffffff,5,0
8444553ffffffff,344,0
8440081ffffffff,44,0
848f2c1ffffffff,30,0
8428f07ffffffff,266,0
840ba3bffffffff,8,0
84354b7ffffffff,17,0
840c883ffffffff,18,0
84444a3ffffffff,245,0
8448ac1ffffffff,19,0
84cf897ffffffff,3,0
840e827ffffffff,1,0
841f8adffffffff,169,0
8443027ffffffff,23,0
843850bffffffff,1,0
847071bffffffff,1,0
8461605ffffffff,1,0
84af333ffffffff,1,0
8409937ffffffff,50,0
8442c59ffffffff,23,0
8464cd3ffffffff,1,0
848ee9bffffffff,1,0
8495801ffffffff,2,0
844164dffffffff,18,0
8426a25ffffffff,83,0
842c4d9ffffffff,1,0
84cea5dffffffff,2,0
844309bffffffff,10,0
8480b4bffffffff,1,0
845ec85ffffffff,1,0
84b9a1bffffffff,4,0
8475723ffffffff,2,0
846183bffffffff,59,0
84295a5ffffffff,28,0
842aa81ffffffff,703,1
8444625ffffffff,31,0
8481021ffffffff,36,0
8412ce9ffffffff,59,0
8442ee5ffffffff,1,0
84be823ffffffff,3,0
8460f47ffffffff,4,0
844a94bffffffff,1,0
8439359ffffffff,19,0
841959dffffffff,292,1
8418a01ffffffff,4,0
84275ebffffffff,168,0
84be805ffffffff,6,0
842e2d3ffffffff,52,0
845e52dffffffff,8,0
84adb51ffffffff,1,0
849d6e7ffffffff,3,0
84811abffffffff,29,0
843db27ffffffff,122,0
8410cb3ffffffff,2,0
840fb11ffffffff,1,0
841a8ebffffffff,6,0
8454b65ffffffff,2,0
842c9e1ffffffff,178,0
8497411ffffffff,1,0
84c34c5ffffffff,2,0
842bb31ffffffff,28,0
8435229ffffffff,1,0
8407489ffffffff,13,0
8412c47ffffffff,26,0
848098dffffffff,4,0
8429b23ffffffff,266,0
841a747ffffffff,4,0
842074dffffffff,1,0
844b367ffffffff,19,0
8482dd7ffffffff,2,0
8430f4dffffffff,14,0
84b7b6bffffffff,1,0
8428dabffffffff,21,0
8406d39ffffffff,1,0
846765bffffffff,1,0
8425457ffffffff,1,0
8453431ffffffff,3,0
84121b9ffffffff,23,0
8426dd9ffffffff,268,0
843b655ffffffff,1,0
84a8f03ffffffff,25,0
84441e3ffffffff,281,0
842a41bffffffff,5,0
8442eb1ffffffff,16,0
848aa37ffffffff,1,0
8408953ffffffff,17,0
843528bffffffff,2,0
84358a5ffffffff,1,0
84c35c9ffffffff,10,0
8455203ffffffff,1,0
8426339ffffffff,51,0
8435a29ffffffff,4,0
842e641ffffffff,35,0
841a13dffffffff,10,0
8467897ffffffff,1,0
84279e9ffffffff,58,0
84beac7ffffffff,3,0
841960bffffffff,11,0
8469239ffffffff,1,0
8418737ffffffff,48,0
847272bffffffff,1,0
843982bffffffff,15,0
8466b45ffffffff,11,0
842c2a1ffffffff,155,14
842ace3ffffffff,2,0
84bed5dffffffff,8,0
84754bbffffffff,1,0
8434325ffffffff,2,0
846a75bffffffff,11,0
848f249ffffffff,2,0
8468aadffffffff,2,0
841a859ffffffff,16,0
842ca13ffffffff,4,0
84a80b5ffffffff,2,0
84060e5ffffffff,2,0
8428a3dffffffff,28,0
8427b6bffffffff,34,0
841976dffffffff,20,0
8409a89ffffffff,2,0
8464b55ffffffff,7,0
844c23dffffffff,1,0
844ae03ffffffff,1,0
84c35bbffffffff,12,0
84be103ffffffff,9,0
8428425ffffffff,4,0
8406757ffffffff,30,0
84449d9ffffffff,114,0
8422437ffffffff,1,0
84bf803ffffffff,4,0
84b84bdffffffff,1,0
8418eb7ffffffff,15,0
844361dffffffff,17,0
848c129ffffffff,76,0
8406db1ffffffff,6,0
8464c2dffffffff,1,0
8448d05ffffffff,93,0
8421463ffffffff,2,0
842c55bffffffff,40,0
84406b9ffffffff,2,0
84be83bffffffff,2,0
841b6e9ffffffff,8,0
8421641ffffffff,12,0
8418d03ffffffff,1,0
844a2e5ffffffff,1,0
847af23ffffffff,1,0
8406dddffffffff,4,0
841a445ffffffff,1,0
845f6a9ffffffff,5,0
84bb439ffffffff,2,0
844445bffffffff,118,0
847aa09ffffffff,2,0
8432f63ffffffff,1,0
842d359ffffffff,307,2
84bcc33ffffffff,7,0
843f48dffffffff,131,0
8408339ffffffff,2,0
848c1a5ffffffff,5,0
841a51bffffffff,1,0
8468185ffffffff,5,0
846526dffffffff,43,0
848aaadffffffff,1,0
848db59ffffffff,20,0
842988bffffffff,172,0
844ba19ffffffff,93,0
843948dffffffff,114,0
8411309ffffffff,18,0
8440e35ffffffff,124,0
84269e9ffffffff,160,0
844c1b3ffffffff,77,0
843544dffffffff,1,0
844b6dbffffffff,75,0
845c53dffffffff,1,0
8461aebffffffff,4,0
842af5bffffffff,2,0
841b367ffffffff,1,0
8436ec9ffffffff,4,0
8464c61ffffffff,1,0
8442c53ffffffff,12,0
8480013ffffffff,1,0
84181c9ffffffff,38,0
8469b3dffffffff,5,0
844521bffffffff,18,0
8458893ffffffff,3,0
846d69bffffffff,86,0
8465307ffffffff,28,0
8445a0bffffffff,2,0
846946bffffffff,7,0
846036dffffffff,12,0
8409813ffffffff,18,0
845816dffffffff,1,0
8444b2bffffffff,23,0
848c53dffffffff,1,0
848cd03ffffffff,10,0
8439325ffffffff,34,0
8454b03ffffffff,1,0
8430023ffffffff,1,0
84488edffffffff,45,0
84356c3ffffffff,58,0
8426b07ffffffff,78,0
84609d5ffffffff,81,0
8434293ffffffff,10,0
843c113ffffffff,20,0
849cacdffffffff,1,0
843ca15ffffffff,17,0
841fa61ffffffff,312,0
84109c9ffffffff,50,0
841b83bffffffff,2,0
842689dffffffff,266,0
8440c49ffffffff,115,0
849c255ffffffff,20,0
8426221ffffffff,45,0
842b35bffffffff,19,0
842c527ffffffff,4,0
841a1c1ffffffff,9,0
84ab6d9ffffffff,1,0
8460881ffffffff,91,0
841ab4bffffffff,29,0
8448811ffffffff,3,0
842da5dffffffff,30,8
841ed4dffffffff,150,0
84685a9ffffffff,3,0
84481cdffffffff,2,0
84392a5ffffffff,76,0
843844bffffffff,1,0
8464887ffffffff,12,0
8444f49ffffffff,556,0
8468a63ffffffff,4,0
8444825ffffffff,35,0
8469303ffffffff,13,0
84c2cb5ffffffff,3,0
84c9955ffffffff,1,0
843d2dbffffffff,1,0
8480717ffffffff,5,0
84259bbffffffff,1,0
843761bffffffff,1,0
84578cdffffffff,1,0
84b8697ffffffff,7,0
843d927ffffffff,40,0
8408f21ffffffff,2,0
8448f1dffffffff,43,0
84579dbffffffff,1,0
8483ad3ffffffff,1,0
8429519ffffffff,2,0
840f20bffffffff,4,0
84ce993ffffffff,5,0
846976bffffffff,1,0
844440dffffffff,338,0
8453455ffffffff,12,0
845ca0bffffffff,1,0
8458e35ffffffff,1,0
8443847ffffffff,78,0
8418401ffffffff,149,0
843d85bffffffff,26,0
84a814bffffffff,40,0
848aab3ffffffff,6,0
845e9e7ffffffff,1,0
846a75dffffffff,5,0
84278e3ffffffff,38,0
842ac1bffffffff,15,0
8486301ffffffff,1,0
841e967ffffffff,73,0
8466a11ffffffff,26,0
8418d4bffffffff,7,0
84b2437ffffffff,12,0
841f1cbffffffff,73,0
84958a3ffffffff,4,0
849cea5ffffffff,1,0
841b4a3ffffffff,10,0
848106bffffffff,7,0
8410831ffffffff,16,0
84da989ffffffff,1,0
84a732bffffffff,5,0
844454dffffffff,67,0
848551dffffffff,1,0
841e9cbffffffff,99,0
841cc9bffffffff,3,0
8474d59ffffffff,1,0
841164bffffffff,1,1
8466003ffffffff,60,0
8445655ffffffff,8,0
8454409ffffffff,1,0
84645b1ffffffff,1,0
848c35dffffffff,1,0
8459565ffffffff,1,0
84bcdabffffffff,4,0
84449d3ffffffff,91,0
8411253ffffffff,3,0
84a8919ffffffff,12,0
844191bffffffff,12,0
8436591ffffffff,2,0
8465157ffffffff,1,0
8426941ffffffff,120,0
841aebbffffffff,2,0
84bb089ffffffff,38,1
8429b57ffffffff,242,0
845e6d5ffffffff,2,0
841e9bdffffffff,59,0
847182bffffffff,1,0
842874dffffffff,4,0
